ID,Name,Age,Nationality,Overall,Club,Value,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Position
266409,Leandro Neto,17,Norway,52,Lillestrøm SK,210K,Right,1,3,3,Medium/ Medium,RES
254858,C. Saydee,20,England,61,AFC Bournemouth,800K,Right,1,3,3,High/ Medium,RES
245410,M. Talbi,24,Tunisia,67,FC Lorient,1.4M,Right,1,3,2,Medium/ Medium,LCB
241534,S. McLoughlin,25,Republic of Ireland,66,Hull City,1.1M,Left,1,3,2,Medium/ Medium,SUB
241812,L. Kramer,22,Netherlands,68,Aalborg BK,2.3M,Right,1,3,2,Medium/ Medium,LCB
266105,L. Nåvik,18,Sweden,55,GIF Sundsvall,300K,Right,1,3,2,Medium/ Medium,SUB
269750,K. Farade,26,France,62,FC Annecy,525K,Right,1,3,2,Medium/ Medium,SUB
234820,H. St Clair,23,Scotland,61,Venezia FC,525K,Right,1,4,2,High/ Medium,RES
266439,22 J. Berkhout,19,Netherlands,58,AZ Alkmaar,450K,Right,1,3,2,Medium/ Medium,RES
268074,M. Gianoli,21,Uruguay,65,Cerro Largo Fútbol Club,1.5M,Left,1,3,2,Medium/ High,RCB
261046,G. Salazar,33,Venezuela,62,Hermanos Colmenarez,250K,Right,1,3,3,High/ Low,SUB
264297,V. Egeli,18,Norway,53,Sandefjord Fotball,230K,Right,1,2,2,Medium/ Medium,RES
247179,22 L. Müller,20,Germany,57,SV Darmstadt 98,350K,Right,1,3,2,Medium/ Medium,RES
270876,I. Iliadis,21,Greece,57,Panathinaikos FC,350K,Left,1,3,2,Medium/ Medium,RES
269506,D. Piła,21,Poland,61,Lechia Gdańsk,800K,Left,1,3,2,Medium/ Medium,SUB
258690,22 Gerard Barri,19,Spain,58,Elche CF,475K,Right,1,2,2,Low/ High,RES
269858,I. Lewandowski,20,Poland,56,Miedź Legnica,300K,Right,1,2,2,Medium/ High,SUB
254890,H. Rojas,28,Bolivia,59,Club Deportivo Oriente Petrolero,220K,Right,1,3,2,High/ Medium,SUB
267866,"J. Fernández",18,Argentina,60,Vélez Sarsfield,625K,Left,1,2,3,Medium/ Medium,RES
264104,W. Goodwin,20,England,59,Stoke City,500K,Right,1,3,2,Medium/ Medium,RES
240322,H. Brockbank,23,England,60,St. Patrick's Athletic,475K,Right,1,3,2,Medium/ Medium,RB
263906,Z. Ashworth,19,England,56,West Bromwich Albion,325K,Left,1,3,2,High/ High,SUB
263095,D. Tomic,24,Austria,60,WSG Tirol,400K,Right,1,3,3,Medium/ Medium,SUB
266450,22 T. Kalinauskas,21,Lithuania,55,AFC Wimbledon,275K,Right,1,4,2,Medium/ Low,RES
261682,M. Martínez,27,Paraguay,60,Club Nacional,250K,Right,1,2,2,Medium/ Medium,SUB
256895,21 M. Pahonțu,20,Romania,55,AFC Astra Giurgiu,275K,Right,1,3,2,Medium/ Medium,RES
258525,22 J. Krilanovich,19,Argentina,60,Club Atlético Lanús,575K,Left,1,4,2,Medium/ Low,SUB
255112,20 Jang Jae Won,21,Korea Republic,54,Ulsan Hyundai FC,110K,Right,1,3,2,Medium/ Medium,RES
255099,21 D. Segura,21,Ecuador,63,Puebla FC,1.1M,Right,1,3,4,High/ Medium,SUB
268452,G. David,19,Romania,54,FC Botoşani,240K,Right,1,2,2,Medium/ High,RES
257984,22 V. Borcea,19,Romania,54,FC Dinamo 1948 Bucureşti,275K,Right,1,3,2,Medium/ Medium,RES
200813,K. Vinetot,34,France,64,Südtirol,190K,Right,1,2,2,Low/ High,SUB
263350,22 B. Hemcke,18,Germany,56,Viktoria Köln,325K,Right,1,2,2,Medium/ Medium,RES
254668,21 R. Villamizar,25,Venezuela,61,Zamora Fútbol Club,450K,Left,1,3,3,Medium/ Medium,SUB
237658,S. Bueno,23,Uruguay,69,Girona FC,2.9M,Right,1,3,2,Medium/ High,RCB
259465,22 I. Jensen,17,Denmark,57,SønderjyskE,375K,Right,1,3,2,Medium/ Medium,RES
266368,T. Ablade,20,Finland,59,Fulham,550K,Right,1,3,2,Medium/ Medium,RES
261189,21 M. Subaric,20,Croatia,60,SpVgg Greuther Fürth,350K,Left,1,3,2,Medium/ Medium,RES
258033,O. Rekik,20,Tunisia,63,Sparta Rotterdam,1.2M,Right,1,4,2,Medium/ High,SUB
261647,A. Omobamidele,20,Republic of Ireland,68,Norwich City,2.5M,Right,1,3,2,Medium/ High,RCB
260321,21 A. Berkane,20,France,58,ESTAC Troyes,450K,Right,1,2,2,Medium/ Low,RES
221505,18 S. Okoli,24,United States,65,New York City FC,725K,Right,1,2,3,High/ Low,SUB
256164,T. Simpson,20,England,63,Ipswich Town,1.1M,Left,1,3,2,High/ Low,RES
257541,21 H. Anapak,19,Germany,60,KFC Uerdingen 05,575K,Right,1,3,3,Medium/ Medium,SUB
258605,B. Šatkus,21,Lithuania,59,VfL Osnabrück,475K,Right,1,5,2,Medium/ High,RES
257423,21 A. Escobar,26,Mexico,62,Club Atlas,425K,Left,1,2,2,High/ Medium,SUB
263921,22 M. Altıntaş,19,Turkey,60,Yeni Malatyaspor,375K,Right,1,3,3,Medium/ Medium,LM
263359,S. Hong,19,Korea Republic,62,Viktoria Köln,875K,Right,1,3,2,Medium/ Medium,SUB
261774,21 José Bica,17,Portugal,59,LOSC Lille,600K,Right,1,2,3,Medium/ Medium,RES
263311,22 Ander Zoilo,21,Spain,61,Real Sociedad B,700K,Left,1,3,2,Medium/ Medium,RES
267630,S. Surdanović,23,Serbia,63,Austria Lustenau,775K,Right,1,3,2,High/ Medium,CAM
263606,22 A. Caprice,16,France,59,Olympique de Marseille,500K,Right,1,3,2,High/ Medium,RES
265494,E. Valencia,19,Ecuador,60,Barcelona Sporting Club,525K,Left,1,3,3,Medium/ Medium,ST
263186,22 H. Sjögrell,20,Sweden,57,IK Sirius,350K,Left,1,3,2,Medium/ Medium,SUB
261719,21 Dong Feng,32,China PR,64,Jiangsu FC,375K,Right,1,4,2,Low/ High,RCB
270943,M. Stoppa,21,Italy,59,Palermo,500K,Right,1,3,2,Medium/ Medium,RES
267931,C. Pérez,19,Chile,58,Unión La Calera,475K,Right,1,3,2,Medium/ Medium,SUB
267799,F. Faerron,21,Costa Rica,58,Hamarkameratene,425K,Right,1,3,2,Medium/ Medium,SUB
254553,J. Gibson,20,England,53,Middlesbrough,220K,Right,1,3,2,High/ Medium,RES
206170,J. Turnbull,27,England,65,Tranmere Rovers,650K,Left,1,2,2,Medium/ Medium,LCB
267882,22 T. Poznar,32,Czech Republic,64,Bruk-Bet Termalica Nieciecza,475K,Right,1,3,2,Medium/ Low,ST
258296,W. Barrios,21,Venezuela,60,Estudiantes de Mérida,550K,Right,1,3,3,Low/ Medium,RES
260364,22 M. Tashiro,28,Japan,64,Sagan Tosu,550K,Right,1,3,2,Medium/ Medium,SUB
252933,L. Francillette,23,France,62,Crawley Town,750K,Right,1,3,2,Medium/ Medium,SUB
257393,21 J. Bieroński,17,Poland,56,Podbeskidzie Bielsko-Biała,350K,Right,1,2,2,High/ Medium,CM
252901,21 C. Borțoneanu,20,Romania,57,FC Voluntari,400K,Right,1,3,2,Medium/ Medium,RES
186352,T. Smith,32,New Zealand,60,Colchester United,160K,Left,1,2,2,Medium/ Medium,SUB
253096,22 C. Stanley,19,England,58,Manchester United,450K,Right,1,3,2,Medium/ High,RES
247095,A. Reynolds II,21,United States,60,Chicago Fire Football Club,575K,Left,1,2,2,Medium/ Medium,SUB
266369,I. Parker,19,United States,59,FC Dallas,525K,Left,1,3,2,High/ Medium,RES
255645,J. Toledo,26,Peru,64,Ayacucho,700K,Right,1,3,2,Medium/ High,SUB
257912,B. Gürbüz,19,Turkey,58,Gazişehir Gaziantep F.K.,450K,Right,1,3,2,Medium/ Low,RES
253282,J. Izquierdo,24,Uruguay,65,Club Nacional de Football,875K,Right,1,3,2,Low/ Low,RES
253995,P. Rovaglia,21,Italy,60,Ternana,550K,Right,1,2,2,High/ Medium,RES
186695,E. Muñoz,31,Argentina,69,Estudiantes de La Plata,950K,Right,1,3,2,Low/ Medium,SUB
262661,André Barbosa,21,Switzerland,59,SC Freiburg II,475K,Right,1,3,2,Medium/ Medium,SUB
267735,A. Sosa,21,Argentina,62,Patronato,975K,Right,1,3,3,Medium/ Medium,SUB
258474,A. Foley,32,Republic of Ireland,58,Drogheda United,160K,Right,1,3,2,High/ Medium,SUB
263151,22 F. Antovski,20,North Macedonia,60,FK Austria Wien,525K,Left,1,2,3,High/ Medium,SUB
256800,J. Breum,18,Denmark,61,Odense Boldklub,825K,Right,1,3,2,Medium/ Medium,RW
253154,O. van Hattum,20,New Zealand,55,Wellington Phoenix,300K,Right,1,2,2,Medium/ Medium,SUB
258315,B. Arrey-Mbi,19,Germany,62,1. FC Köln,1.1M,Left,1,3,2,Medium/ Medium,RES
259192,22 M. Badamosi,23,Gambia,64,KV Kortrijk,925K,Right,1,2,2,Medium/ Medium,SUB
238491,A. Oteh,23,England,59,Crawley Town,300K,Right,1,3,2,Medium/ Medium,SUB
259712,M. Diaw,21,Senegal,57,Aalesunds FK,375K,Right,1,2,3,Medium/ Medium,SUB
270576,Ó. Ómarsson,19,Iceland,57,IK Sirius,375K,Right,1,3,2,Medium/ Medium,SUB
269274,I. El Kadiri,20,Morocco,63,FC Volendam,1.1M,Right,1,3,3,Medium/ Low,LW
256438,D. Boyle,20,Northern Ireland,55,Fleetwood Town,250K,Right,1,2,2,Medium/ Medium,RES
269988,T. Stockinger,22,Germany,54,SpVgg Bayreuth,170K,Left,1,3,2,Medium/ Low,RES
262889,22 A. Garcia MacNulty,18,Republic of Ireland,63,VfL Wolfsburg,1.1M,Left,1,3,2,Medium/ Medium,RES
261225,N. Lonwijk,19,Netherlands,65,Plymouth Argyle,1.6M,Right,1,3,2,Medium/ Medium,SUB
264872,"22 J. Hernández",19,Mexico,55,Pachuca,300K,Right,1,3,2,High/ Low,SUB
262912,22 K. Leslie,18,England,50,Carlisle United,120K,Right,1,3,2,High/ High,RES
262957,22 P. Verkamp,23,Germany,60,FC Viktoria 1889 Berlin,400K,Right,1,2,2,Medium/ Medium,SUB
237020,22 M. Al Zubaidi,23,Saudi Arabia,58,Al Ahli,400K,Left,1,3,2,Medium/ Medium,RES
255845,21 L. Mosquera,19,Venezuela,57,Zamora Fútbol Club,350K,Right,1,3,2,Low/ Medium,RCM
177313,A. Williams,35,England,60,Walsall,100K,Right,1,3,2,High/ Medium,RS
268375,22 F. Sjøvold,17,Norway,55,FK Bodø/Glimt,325K,Right,1,3,2,Medium/ Medium,RES
264681,22 J. Wilson-Esbrand,18,England,59,Manchester City,550K,Left,1,3,2,High/ Medium,RES
263784,Rodrigues,24,Brazil,66,San Jose Earthquakes,1.6M,Right,1,3,2,Medium/ High,SUB
45367,09 V. Ismaël,32,France,75,Hannover 96,0,Right,3,3,1,N/A/ N/A,RES
256388,Choi Ji Moog,23,Korea Republic,59,Seongnam FC,425K,Left,1,4,2,Medium/ High,LB
255756,C. Turner,20,United States,56,Philadelphia Union,300K,Right,1,3,2,Medium/ High,SUB
239952,Á. Kecskés,26,Hungary,67,LASK Linz,1.2M,Right,1,3,2,Low/ Medium,RES
269705,D. Scherhant,19,Germany,60,Hertha BSC,600K,Right,1,3,3,High/ Medium,RES
259540,E. Rodríguez,21,Colombia,64,Inter Miami CF,1.2M,Right,1,2,4,Medium/ Medium,SUB
246349,D. Markanday,20,England,62,Blackburn Rovers,1M,Right,1,3,3,High/ Medium,SUB
271103,W. Łaski,22,Poland,58,Jagiellonia Białystok,450K,Right,1,2,2,Medium/ Medium,SUB
255644,22 F. Krebs,22,Germany,58,Borussia Dortmund II,450K,Right,1,3,2,Medium/ Medium,RES
255731,20 J. Gill,18,England,54,Korona Kielce,140K,Right,1,3,2,Medium/ Medium,RES
1124,10 T. Locatelli,33,Italy,72,Mantova,0,Left,3,3,1,N/A/ N/A,RES
270749,L. Hallaert,19,Belgium,61,SV Zulte Waregem,775K,Right,1,3,2,High/ Medium,RES
260358,22 Y. Imazu,25,Japan,64,Sanfrecce Hiroshima,700K,Right,1,3,2,Medium/ Medium,SUB
267876,22 C. Castillo,20,Mexico,57,Club Tijuana,350K,Right,1,2,2,Medium/ Medium,SUB
256138,21 A. Correia,20,France,61,SC Braga,675K,Right,1,3,2,Medium/ High,RES
260061,J. Orozco,21,Venezuela,61,"Deportivo Táchira FC",750K,Right,1,2,2,Medium/ Medium,RES
263191,22 V. Međimorec,25,Croatia,66,AFC UTA Arad,950K,Right,1,2,2,Medium/ High,SUB
263320,Anglada,18,Spain,62,SD Huesca,775K,Right,1,3,2,Medium/ Medium,SUB
255739,22 E. Christopoulos,20,Greece,59,AEK Athens,500K,Right,1,2,2,Medium/ Low,RES
248307,M. Yasir,24,India,57,Hyderabad FC,250K,Left,1,3,3,High/ Medium,RW
260562,L. Besozzi,19,Argentina,62,Club Atlético Central Córdoba,950K,Right,1,3,3,Medium/ Medium,RES
262158,22 Y. Nadrani,24,France,66,Seraing,1.2M,Right,1,3,2,Medium/ High,LCB
253665,20 Ö. Tokaç,18,Turkey,57,Shonan Bellmare,220K,Right,1,3,3,Medium/ Medium,RES
257809,A. Oroian,21,Romania,60,AFC Hermannstadt,550K,Right,1,2,3,Medium/ Medium,LW
264651,22 J. Carabalí,18,Colombia,58,Club Deportes Tolima,525K,Right,1,3,2,Medium/ Medium,RES
271340,W. Sandford,20,Sweden,56,St. Johnstone FC,300K,Right,1,2,2,Medium/ High,SUB
253669,A. Ali,21,India,57,FC Goa,350K,Right,1,5,2,High/ Medium,LCB
264229,22 Diego García,21,Spain,62,CD Leganés,900K,Right,1,3,2,High/ Medium,RES
256443,J. Rojas,20,Chile,64,Colo-Colo,1.3M,Right,1,3,2,Medium/ High,SUB
266684,E. Oduah,20,Germany,61,VfL Osnabrück,800K,Right,1,3,3,Medium/ Medium,SUB
255995,"P. Ibáñez",21,Peru,64,FBC Melgar,1.3M,Right,1,3,3,High/ High,SUB
256478,P. Ibara,26,Congo,64,Bengaluru FC,775K,Right,1,3,2,Medium/ Medium,SUB
266447,22 A. Nanah,18,Morocco,57,KAS Eupen,400K,Left,1,3,2,Medium/ Medium,RES
238749,M. Nadé,23,France,71,AS Saint-Étienne,3.9M,Right,1,2,2,Low/ Medium,LCB
252898,21 E. Ross,18,Scotland,55,Aberdeen,325K,Right,1,3,3,Medium/ Medium,SUB
1183,10 F. Cannavaro,35,Italy,82,Juventus,0,Right,4,3,1,N/A/ N/A,RCB
263484,22 J. Nakamura,17,Japan,56,Gamba Osaka,350K,Right,1,3,2,Medium/ Medium,RES
260109,Ö. Artan,22,Turkey,63,Gazişehir Gaziantep F.K.,725K,Right,1,2,2,Medium/ Medium,RES
263733,22 N. Moro,24,Ghana,63,Örebro SK,650K,Right,1,2,2,Medium/ Medium,RCB
264406,L. Spatz,20,Argentina,64,"Cádiz CF",1.2M,Right,1,3,2,High/ Medium,RES
256366,22 Z. Gilsenan,18,Republic of Ireland,58,Blackburn Rovers,525K,Right,1,4,4,Medium/ Medium,RES
244562,"19 A. Hernández",20,Mexico,59,Club Universidad Nacional,275K,Left,1,3,2,Medium/ Medium,SUB
259256,21 F. Kovačević,20,Croatia,60,FC Cincinnati,550K,Right,1,3,3,Medium/ Medium,SUB
253391,M. Habkoor,23,Saudi Arabia,53,Abha Club,190K,Right,1,3,2,Medium/ Medium,RES
259896,B. Viunnyk,20,Ukraine,61,FC Zürich,875K,Right,1,2,2,Medium/ Medium,SUB
260255,22 J. Arape,20,Venezuela,61,Academia Puerto Cabello,800K,Right,1,3,3,Medium/ Medium,RB
252877,20 Alberto,19,Spain,63,CF Fuenlabrada,575K,Right,1,3,3,Medium/ Medium,SUB
268444,22 E. Ennis,16,England,58,Manchester United,550K,Right,1,2,3,Medium/ Medium,RES
252899,21 M. Virtanen,21,Finland,55,Aberdeen,275K,Right,1,3,3,Medium/ Medium,SUB
266802,M. Ivančević,23,Serbia,63,Odense Boldklub,1M,Right,1,4,2,Medium/ Medium,SUB
259974,21 M. Bamba,18,Côte d'Ivoire,61,Roma,900K,Left,1,3,2,Medium/ Medium,RES
225386,22 Ygor Nogueira,26,Brazil,69,"Mazatlán Futbol Club",1.4M,Right,1,3,2,Low/ Medium,SUB
174543,C. Bravo,39,Chile,78,Real Betis Balompié,1.6M,Right,3,3,1,Medium/ Medium,GK
266033,D. Edelman,19,United States,57,New York Red Bulls,400K,Right,1,4,3,Medium/ High,SUB
260540,21 A. Ben Achour,18,France,59,Montpellier Hérault SC,525K,Right,1,2,3,Medium/ Medium,RES
203749,S. Bradley,30,England,70,Luton Town,1.3M,Left,1,3,2,Medium/ High,CB
264247,B. Bobzien,19,Germany,60,1. FSV Mainz 05,625K,Right,1,3,3,Medium/ Medium,RES
257617,F. Nyenetue,21,Norway,60,Sandefjord Fotball,600K,Left,1,3,3,High/ Medium,LW
263942,22 H. Yamami,21,Japan,57,Gamba Osaka,325K,Right,1,3,2,Medium/ Medium,SUB
259446,C. Medina,21,Chile,58,CD Everton de Viña del Mar,450K,Right,1,3,2,Medium/ Medium,RM
259228,22 L. Cirino,18,England,58,Blackburn Rovers,500K,Left,1,3,2,High/ Medium,RES
254892,21 K. Kumagawa,23,Japan,58,Yokohama FC,275K,Right,1,3,2,Medium/ Medium,RES
271138,L. Pirringuel,18,France,56,FC Girondins de Bordeaux,350K,Right,1,4,2,Medium/ Medium,SUB
264852,Tovar,23,Spain,62,RCD Mallorca,900K,Right,1,3,2,Medium/ Medium,RES
263994,22 F. Ambrož,17,Sweden,52,IFK Göteborg,180K,Right,1,3,2,Medium/ Medium,SUB
265730,Biel Farrés,20,Spain,61,Girona FC,675K,Right,1,3,2,Medium/ High,RES
267937,22 F. Gryglak,16,Poland,53,Śląsk Wrocław,300K,Right,1,3,2,Medium/ Medium,RES
261439,22 P. Velasco,24,Bolivia,62,Club Atlético Palmaflor,750K,Left,1,2,2,Medium/ Medium,SUB
258260,21 Y. Véliz,19,Ecuador,53,Delfín Sporting Club,220K,Right,1,2,2,Medium/ Medium,RES
263474,22 F. Torres,22,Argentina,61,Gimnasia y Esgrima La Plata,675K,Right,1,2,2,Medium/ Medium,RES
263236,22 Y. Heimur,18,Germany,55,FC Viktoria 1889 Berlin,275K,Right,1,2,2,Medium/ Medium,SUB
258515,A. Odubeko,19,Republic of Ireland,61,West Ham United,850K,Right,1,4,2,Medium/ Medium,RES
264346,D. Lemajić,28,Serbia,65,KAA Gent,725K,Right,1,3,2,Medium/ Medium,LS
256984,K. Kruk,22,Poland,63,PGE FKS Stal Mielec,900K,Right,1,2,2,High/ Medium,SUB
261060,Paik Sang Hoon,20,Korea Republic,56,FC Seoul,350K,Right,1,3,3,Medium/ Medium,RCM
257942,21 Uriarte,19,Spain,60,CD Mirandés,600K,Right,1,3,3,Medium/ Medium,RES
261040,B. Racovițan,22,Romania,67,Raków Częstochowa,2.1M,Right,1,2,2,Medium/ Medium,LCB
263118,22 Y. Ben Hamed,18,France,57,Royal Antwerp FC,375K,Left,1,2,3,High/ Low,RES
264072,Bernardo,18,Australia,59,Adelaide United,525K,Right,1,3,3,High/ Low,SUB
258477,Y. Kalley,21,Sweden,60,FC Groningen,525K,Left,1,1,2,High/ Medium,RES
252850,22 R. Sagara,18,Japan,56,Sagan Tosu,325K,Right,1,3,2,Medium/ Low,RES
256215,M. Peltola,19,Finland,58,HJK Helsinki,500K,Right,1,2,2,Medium/ High,RES
262484,22 Aldalur,29,Spain,63,SD Amorebieta,425K,Right,1,3,2,Medium/ Medium,RES
261545,22 B. Villacis,22,Ecuador,61,"Club Social y Deportivo Macará",625K,Right,1,2,2,Medium/ Medium,LCB
255680,21 D. Torres,18,Venezuela,55,Llaneros de Guanare Escuela de Fútbol,250K,Right,1,2,2,Medium/ Medium,SUB
264561,J. Norris,19,England,60,Liverpool,600K,Left,1,3,2,High/ Medium,RES
263573,A. Al-Dakhil,20,Belgium,65,Sint-Truidense VV,1.6M,Right,1,3,2,Low/ High,LCB
268440,L. Sy,19,France,60,Stade Malherbe Caen,550K,Right,1,3,2,Medium/ Medium,SUB
233441,T. Bola,23,England,60,Rotherham United,525K,Left,1,2,2,Medium/ Medium,SUB
270034,F. Wilfinger,18,Austria,54,TSV Egger Glas Hartberg,275K,Right,1,3,2,Medium/ Medium,RES
266835,22 S. Irala,22,Paraguay,60,General Caballero (JLM),550K,Right,1,3,2,Medium/ Medium,RES
265529,22 J. Hodnett,18,England,50,Wolverhampton Wanderers,110K,Right,1,3,2,Medium/ Medium,RES
268652,K. Wiethaup,16,Germany,57,VfL Osnabrück,375K,Right,1,3,2,Medium/ Medium,RES
267467,T. Ismaheel,21,Nigeria,62,FC Lorient,975K,Right,1,4,3,Medium/ Medium,RES
264314,B. Gutiérrez,20,Chile,62,Colo-Colo,925K,Right,1,3,2,Medium/ Medium,SUB
257147,R. Malone,29,United States,67,F.C. Hansa Rostock,850K,Right,1,3,2,Medium/ Medium,RCB
261384,M. Hatch,21,Australia,56,Perth Glory,300K,Left,1,3,2,High/ Medium,SUB
262550,R. Van Hauter,19,Belgium,56,KAA Gent,325K,Right,1,3,2,Medium/ Medium,RES
256497,22 T. Mehew,20,England,54,Bristol Rovers,210K,Right,1,3,2,High/ Medium,RES
253493,21 C. Messerer,18,Austria,58,spusu SKN St. Pölten,450K,Right,1,3,2,Medium/ Medium,SUB
265439,22 A. Gallo,22,Argentina,61,Club Atlético Central Córdoba,750K,Right,1,3,2,Medium/ Low,RES
255227,22 Y. Yamada,21,Japan,59,Kashiwa Reysol,500K,Right,1,3,2,Medium/ Medium,RES
199339,M. Riemann,33,Germany,79,VfL Bochum 1848,5.5M,Right,1,5,1,Medium/ Medium,GK
257756,S. Măzărache,29,Romania,59,Petrolul Ploiești,220K,Right,1,3,3,Medium/ Low,SUB
263388,P. Polykarpou,21,Cyprus,60,APOEL Nicosia FC,575K,Right,1,3,2,Low/ Medium,SUB
253412,T. Magee,22,Jamaica,58,KAS Eupen,450K,Left,1,3,3,Medium/ Low,SUB
256283,P. Hasenhüttl,25,Austria,62,SK Austria Klagenfurt,600K,Right,1,3,2,Medium/ Medium,SUB
258432,C. Matsima,20,France,69,AS Monaco,3.2M,Right,1,3,2,Medium/ Medium,SUB
261272,21 L. Giménez,21,Paraguay,61,Club River Plate Asunción,625K,Right,1,2,2,Medium/ Medium,RES
259536,21 D. Costanzo,18,Australia,55,Adelaide United,275K,Right,1,3,3,High/ Medium,RES
252992,21 G. Mukumbilwa,20,Canada,57,Vancouver Whitecaps FC,350K,Right,1,3,2,Medium/ High,RES
246401,F. Hartmann,21,Germany,60,Sligo Rovers,550K,Left,1,3,2,Medium/ Medium,SUB
260984,B. Gutiérrez,19,United States,59,Chicago Fire Football Club,575K,Right,1,4,2,Medium/ Medium,SUB
265701,22 V. Sejk,19,Czech Republic,61,AC Sparta Praha,775K,Right,1,3,2,High/ Medium,RES
255708,21 S. Pozo,22,Bolivia,56,Club Deportivo Oriente Petrolero,230K,Right,1,3,2,Medium/ Medium,CDM
262673,G. Furrer,21,Switzerland,60,SC Freiburg II,550K,Right,1,3,2,Medium/ Medium,SUB
254804,21 T. Reinhart,20,Argentina,53,Spezia,240K,Right,1,3,2,Medium/ Medium,nan
262134,22 N. Motika,18,Serbia,58,FC Bayern München,525K,Right,1,4,2,Medium/ Medium,RES
207739,20 M. Havenaar,32,Japan,67,Vissel Kobe,600K,Left,2,3,2,Medium/ Low,SUB
258486,21 E. Kaya,19,Turkey,62,Beşiktaş JK,875K,Right,1,2,2,Low/ Medium,SUB
270029,P. Richter,25,Germany,57,VfB Oldenburg,200K,Right,1,3,2,Medium/ Low,SUB
260190,P. Nwadike,23,Sweden,61,IK Sirius,450K,Right,1,2,2,Medium/ Medium,RES
260973,21 S. Abimanyu,21,Indonesia,55,Newcastle Jets,275K,Left,1,3,2,Medium/ Medium,SUB
235966,G. Goñi,23,Argentina,68,Arsenal de Sarandí,2.2M,Right,1,2,2,Low/ Medium,RCB
268674,A. Gabrielloni,27,Italy,62,Como,425K,Right,1,3,2,Medium/ High,SUB
237696,T. Warren,23,England,59,Barrow,325K,Right,1,3,2,High/ Medium,RB
255204,21 P. Gutiérrez,28,Peru,61,Cusco Fútbol Club,325K,Right,1,3,2,High/ Low,SUB
258176,22 P. Oro,18,Argentina,60,"Club Atlético Huracán",575K,Right,1,3,2,Medium/ Medium,SUB
265469,C. Espinoza,20,Chile,55,Unión Española,275K,Right,1,3,3,High/ Medium,SUB
263379,22 L. Ivkic,18,Austria,61,FK Austria Wien,725K,Right,1,3,2,Medium/ Medium,SUB
266410,J. Lavega,17,Uruguay,62,Club Atlético River Plate,900K,Left,1,2,2,Medium/ Medium,SUB
261474,D. Medina,20,Bolivia,61,Club Always Ready,675K,Right,1,3,2,Medium/ Medium,RB
265729,Monjonell,20,Spain,63,Girona FC,975K,Right,1,3,2,Medium/ High,RES
263899,R. Bozinovski,17,Australia,52,Western United FC,170K,Right,1,3,2,Medium/ Medium,SUB
262356,22 M. Haddad,24,Tunisia,63,US Quevilly Rouen Métropole,650K,Right,1,3,3,High/ Low,SUB
270518,E. Tchato,19,Cameroon,61,Montpellier Hérault SC,750K,Right,1,2,2,High/ Medium,SUB
253738,Liang Shaowen,20,China PR,53,Beijing Guoan FC,230K,Left,1,3,2,Medium/ Medium,SUB
253570,21 M. Calero,21,Bolivia,59,Club Atlético Palmaflor,500K,Right,1,3,2,Medium/ Medium,RES
262084,22 K. Lencina,20,Argentina,60,Defensa y Justicia,550K,Right,1,2,2,Medium/ Medium,RES
264649,E. Dzogovic,19,Luxembourg,58,1. FC Magdeburg,475K,Right,1,2,2,Medium/ Medium,RES
253141,20 B. Sun,20,China PR,53,Birmingham City,100K,Right,1,3,2,Medium/ Medium,RES
269643,Alex Forés,21,Spain,60,Villarreal Club de Fútbol B,550K,Right,1,3,3,High/ Low,SUB
264506,J. Smith,19,Canada,59,US Quevilly Rouen Métropole,500K,Right,1,3,2,Medium/ Medium,SUB
268628,22 E. López,16,Mexico,61,Deportivo Toluca,700K,Left,1,3,2,Medium/ Medium,SUB
255042,22 M. Afana,30,Jordan,60,Abha Club,240K,Right,1,4,2,High/ Medium,SUB
257424,21 J. Ibarra,22,Mexico,58,Gallos Blancos de Querétaro,425K,Left,1,2,2,High/ Medium,SUB
260181,22 A. Ferguson,17,Scotland,53,St. Johnstone FC,230K,Right,1,3,2,Medium/ Medium,RES
264763,F. Chiarodia,17,Italy,60,SV Werder Bremen,725K,Left,1,3,2,Medium/ Medium,RES
262049,H. McHugh,19,England,52,Wigan Athletic,190K,Left,1,3,2,Medium/ Medium,RES
259620,D. Kunst,22,Netherlands,60,Varbergs BoIS FC,500K,Right,1,3,2,Medium/ Medium,SUB
261075,Kang Jae Woo,22,Korea Republic,52,Seongnam FC,180K,Right,1,3,3,High/ High,RES
260669,C. Hayes,19,Republic of Ireland,61,Fleetwood Town,700K,Left,1,2,3,High/ Medium,SUB
262640,L. Vincent,19,England,56,Portsmouth,300K,Left,1,3,2,Medium/ Medium,RES
246956,D. Drysdale,22,England,62,Newport County,825K,Right,1,3,2,Medium/ Medium,RCB
260698,22 L. Puyol,17,Uruguay,54,Club Atlético Rentistas,220K,Left,1,2,2,Medium/ Medium,RCM
253506,22 S. Lalmuanpuia,22,India,52,Odisha FC,180K,Right,1,4,2,Medium/ Low,SUB
267776,22 C. Atemona,19,Germany,59,Hertha BSC,500K,Right,1,3,2,Medium/ Medium,RES
259335,E. Gedikli,19,Germany,61,Trabzonspor,775K,Right,1,4,2,Medium/ Low,RES
264700,22 E. Martínez,18,Mexico,57,Puebla FC,400K,Right,1,2,2,Medium/ Medium,RES
258921,22 O. Cetiner,19,France,58,USL Dunkerque,450K,Right,1,2,2,Medium/ Medium,SUB
